,logFC,AveExpr,t,P.Value,adj.P.Val,B
cdk5r2a,0.553438476,5.973214632,9.379146258,1.20E-05,0.000813734,3.717115828
dpys,0.978668371,3.978608499,9.373572555,1.20E-05,0.000814823,3.917797862
usp25,-0.432538784,6.343795189,-9.362767565,1.21E-05,0.000819362,3.670574962
pard3aa,-0.635906804,4.669154496,-9.357121717,1.22E-05,0.000820528,3.85805155
adss2,0.542120268,5.813787976,9.350870179,1.23E-05,0.000822107,3.710959339
hsd20b2,-1.2302885,2.313304283,-9.322870371,1.25E-05,0.000838271,3.653239024
cry-dash,0.781869799,3.921246998,9.309218335,1.27E-05,0.000843468,3.867821162
junba,-1.478100749,4.693743207,-9.3075766,1.27E-05,0.000843468,3.834066902
fhl5,0.982890951,3.527283744,9.292875615,1.29E-05,0.00085094,3.862758039
pdcb,0.425793562,6.460303344,9.278844695,1.30E-05,0.000851111,3.578923522
ckba,-0.494624551,6.334676698,-9.274004323,1.31E-05,0.000851111,3.595888569
adam8b,-2.103282135,3.459858962,-9.27324412,1.31E-05,0.000851111,3.813566133
fdft1,0.691558507,5.117926079,9.272702532,1.31E-05,0.000851111,3.726421659
LOC100329560,-2.730497031,1.471554137,-9.272316928,1.31E-05,0.000851111,3.030602803
clca1,-3.468656735,0.817723906,-9.270118464,1.31E-05,0.000851111,2.460262729
cnrip1a,0.541857488,5.254558399,9.264942782,1.31E-05,0.000852125,3.703183957
serpine2,-0.482019184,5.919530791,-9.25107523,1.33E-05,0.000858348,3.621811393
chrng,-1.642760505,3.417434724,-9.248609197,1.33E-05,0.000858348,3.80556997
moxd1,-1.322375867,3.076184521,-9.239422546,1.34E-05,0.000862209,3.770709889
zgc:165423,-0.645059127,5.942900553,-9.226860039,1.36E-05,0.000868484,3.601413856
sgcd,0.423378367,5.953175579,9.195817094,1.39E-05,0.000888114,3.560884263
mep1bb,-0.986744398,3.323341626,-9.190059739,1.40E-05,0.000889668,3.767813385
wfdc1,0.615356298,4.249463314,9.18458502,1.40E-05,0.000891029,3.743135599
nsfa,0.346316001,7.689926848,9.171156013,1.42E-05,0.000897419,3.384761397
tubb2,0.671301905,5.756861924,9.168680177,1.42E-05,0.000897419,3.560573354
prss59.2,-0.477076313,9.001649503,-9.144833036,1.45E-05,0.000912462,3.280255209
si:ch73-142c19.1,-0.910856029,3.245847104,-9.132885595,1.46E-05,0.000918776,3.719005412
si:ch211-284o19.8,-2.070125624,1.421057617,-9.108582544,1.49E-05,0.000933708,3.026511699
pcna,0.49170268,7.729195093,9.106231375,1.50E-05,0.000933708,3.324306043
per3,0.706889424,5.208929237,9.095012961,1.51E-05,0.0009382,3.562827427
agt,-1.117701084,6.499288753,-9.093410152,1.51E-05,0.0009382,3.434379843
akt1s1,-0.368540031,6.767614469,-9.079340304,1.53E-05,0.000946432,3.38013364
crp5,-1.464995025,2.066606566,-9.060496911,1.55E-05,0.000954268,3.36863766
LOC110439426,-1.090566979,3.408809183,-9.059446213,1.56E-05,0.000954268,3.669183269
slc34a2b,-0.444283842,6.391443723,-9.058788225,1.56E-05,0.000954268,3.400146598
ercc6,0.570337207,4.612897021,9.055569387,1.56E-05,0.000954268,3.598240763
LOC110440027,-0.910836886,3.698589022,-9.036324313,1.59E-05,0.000966856,3.657217338
ms4a17a.9,-0.720651761,5.037749899,-9.026116714,1.60E-05,0.000969044,3.537981736
si:dkey-108k21.13,-2.289341961,1.009193394,-9.022891136,1.60E-05,0.000969044,2.706145225
stmn2b,0.48684457,6.454330868,9.020264284,1.61E-05,0.000969044,3.35180963
smyd2b,0.516507641,5.030501163,9.020050879,1.61E-05,0.000969044,3.518730244
aep1,0.888730178,6.658212864,9.009888305,1.62E-05,0.000974533,3.323999909
si:ch211-117l17.6,-3.05036846,1.637358015,-8.993083506,1.64E-05,0.000985499,2.914990139
hsph1,-1.322540578,2.651028092,-8.985787425,1.65E-05,0.000987931,3.505923834
LOC568392,-0.654427246,4.719987148,-8.983465894,1.66E-05,0.000987931,3.536691684
pbxip1b,0.493817939,5.551648549,8.977297867,1.67E-05,0.000988211,3.416951652
adgre10,-0.968248764,3.664198154,-8.976512185,1.67E-05,0.000988211,3.608763164
ms4a17a.2,-1.912317726,2.535761607,-8.954309941,1.70E-05,0.001003925,3.411354428
lxn,-0.647968844,6.185240881,-8.950057,1.70E-05,0.001003949,3.329903156
serpinb1,-0.559143122,5.652107242,-8.944724627,1.71E-05,0.001003949,3.386586959
cry2,0.863074749,4.686307188,8.944483192,1.71E-05,0.001003949,3.495582572
st14a,-0.422053937,6.580773126,-8.928745994,1.73E-05,0.001014117,3.264229445
si:dkey-90m5.4,-0.775773607,3.818539015,-8.925957879,1.74E-05,0.001014117,3.562858616
lrp10,-0.434757705,5.864084981,-8.918829284,1.75E-05,0.001014502,3.335318513
dnajb1b,-0.89381243,4.891232099,-8.916676524,1.75E-05,0.001014502,3.464688477
LOC795531,1.767044642,2.390476999,8.914757666,1.76E-05,0.001014502,3.418292052
snap23.2,-1.431952852,2.155389787,-8.91217086,1.76E-05,0.001014502,3.304930759
actb1,-0.514345717,11.42626928,-8.909484659,1.76E-05,0.001014502,2.929512795
LOC137489379,-1.300168464,2.184878961,-8.901207643,1.78E-05,0.001018853,3.317160217
dpysl5a,0.476973004,6.526294563,8.897369194,1.78E-05,0.00101943,3.234117313
tubb4b,-0.412039767,10.14635964,-8.893873773,1.79E-05,0.001019721,2.98648125
ccnb1,0.530372561,4.977214964,8.880906084,1.81E-05,0.001028173,3.403235215
col6a1,0.317361237,8.241775402,8.868462529,1.82E-05,0.001036259,3.075655417
xpc,0.758648863,4.054568176,8.859318631,1.84E-05,0.001041528,3.48477757
arr3a,0.44150316,7.190932281,8.850364641,1.85E-05,0.001044599,3.132996248
itgb4,0.50573594,6.367534074,8.849613644,1.85E-05,0.001044599,3.207458773
fap,0.675836026,5.30756168,8.843229907,1.86E-05,0.001047504,3.32868186
cldn8.2,-0.566079858,4.970439762,-8.838544763,1.87E-05,0.001048923,3.378378403
septin5b,0.443664954,5.922760077,8.83373581,1.88E-05,0.001050462,3.243247727
proser2,-0.722869267,4.710820326,-8.816660973,1.91E-05,0.001062977,3.393963292
si:ch1073-126c3.2,-2.071661117,1.127862472,-8.811297623,1.91E-05,0.001063369,2.696562785
incenp,0.540934783,5.750761527,8.810133469,1.92E-05,0.001063369,3.242928263
LOC101883994,-2.087706504,0.291586545,-8.797574678,1.94E-05,0.001069991,2.163905814
gpc5a,-0.848223769,3.467299498,-8.79601673,1.94E-05,0.001069991,3.460105747
atf5a,-0.441015413,5.66846257,-8.793734111,1.94E-05,0.001069991,3.247132105
rbp7a,1.120239908,2.805660352,8.786622319,1.96E-05,0.001073724,3.416897421
matn4,0.578354349,9.042200366,8.774492161,1.98E-05,0.001082082,2.93984038
tdh,0.5289539,7.168678406,8.77128751,1.98E-05,0.001082285,3.062387294
stmn1a,0.735755172,5.097078776,8.762432909,2.00E-05,0.001087706,3.283546274
LOC101885829,0.477311523,5.68459533,8.754059205,2.01E-05,0.001090054,3.200402936
mipb,0.349029006,7.054306319,8.752896938,2.01E-05,0.001090054,3.054702906
ms4a17a.5,-1.954893909,1.974013309,-8.749355893,2.02E-05,0.001090054,3.077403966
si:dkey-9l20.3,0.568263372,5.658706087,8.745587243,2.02E-05,0.001090054,3.19608027
socs3b,-1.385837379,5.300761503,-8.74271963,2.03E-05,0.001090054,3.275931811
stk19,-0.738237815,3.876983926,-8.742228019,2.03E-05,0.001090054,3.405001135
LOC103910140,-2.185574282,2.122374499,-8.736878521,2.04E-05,0.001092317,3.09479994
rs1a,0.447406974,6.302503419,8.729953535,2.05E-05,0.001096065,3.10549234
coq10b,0.754594754,4.814088559,8.724746952,2.06E-05,0.001098226,3.2856993
si:ch211-81a5.8,-0.940293456,4.379480128,-8.712756858,2.08E-05,0.001106792,3.343659209
calb2b,0.352795485,6.929169882,8.696064217,2.11E-05,0.001119941,3.012724334
acsl6,0.634155196,6.322927571,8.689721063,2.12E-05,0.001123277,3.066550231
hapln1a,0.541225332,7.238210063,8.677589777,2.15E-05,0.001132236,2.970528024
aldh3b1,-0.732819866,4.177497659,-8.663698268,2.17E-05,0.001140485,3.315422006
fbln2,0.687696486,5.85050808,8.663437109,2.17E-05,0.001140485,3.097600999
htra1b,-1.16459172,4.899494255,-8.655767467,2.19E-05,0.001141939,3.240992862
gpm6ab,0.304602509,8.381794495,8.654680425,2.19E-05,0.001141939,2.869178243
ywhag1,0.392272772,6.209134457,8.652861134,2.19E-05,0.001141939,3.045060718
aspm,0.474849378,5.16215526,8.650674677,2.20E-05,0.001141939,3.173533083
LOC560364,0.973739402,3.071381005,8.646014794,2.20E-05,0.001143766,3.328297708
si:ch211-161h7.5,1.620362525,1.926311817,8.636869225,2.22E-05,0.001149861,3.085818783
kdm4aa,-0.437736862,5.438424477,-8.634259222,2.23E-05,0.001149861,3.131698463
ppdpfb,-0.734319387,8.253588204,-8.631174053,2.23E-05,0.001150167,2.859337032
tmx3a,0.620179388,4.54308633,8.617389348,2.26E-05,0.001161135,3.222248735
acsf2,0.379877025,6.448452509,8.610435767,2.27E-05,0.001163798,2.979545061
mideasb,-0.496083617,5.30543468,-8.609224216,2.28E-05,0.001163798,3.127521807
si:ch211-106h11.1,-1.489103431,2.246024244,-8.598478644,2.30E-05,0.001171865,3.10642747
gpa33a,-0.616265495,6.495950546,-8.588129713,2.32E-05,0.001179601,2.964818147
cyp3a65,-0.704780113,6.280208547,-8.579866023,2.33E-05,0.001185265,2.983017753
gadd45ba,-0.783964012,4.666112661,-8.573728439,2.35E-05,0.00118878,3.184675159
capn2a,-0.476028317,6.015192454,-8.570403145,2.35E-05,0.001189415,3.000641043
azin1b,3.883085751,4.037312531,8.565645346,2.36E-05,0.001189722,3.266801937
slc6a16a,0.638427341,4.305927338,8.561057476,2.37E-05,0.001189722,3.199261174
sv2a,0.333016549,7.969884289,8.560615084,2.37E-05,0.001189722,2.808118161
LOC137489335,-0.976112452,2.794336949,-8.557609187,2.38E-05,0.001189722,3.218711353
ccdc80l1,0.820235745,3.686117153,8.556669509,2.38E-05,0.001189722,3.249281119
zgc:77748,0.464799198,6.033064747,8.532562186,2.43E-05,0.001212074,2.953840411
slc43a1b,0.704361854,3.995555715,8.526642515,2.44E-05,0.00121552,3.199990781
cenpf,0.533232339,5.375556767,8.52044922,2.46E-05,0.001219276,3.026330957
col18a1b,0.590527792,4.427635557,8.514886088,2.47E-05,0.001220585,3.143724988
slc37a4b,0.662394289,5.831618392,8.513946011,2.47E-05,0.001220585,2.961618102
fkbp10b,0.669669051,4.615690147,8.509422565,2.48E-05,0.001222604,3.11618624
sqlea,1.166157966,3.285432504,8.503628654,2.49E-05,0.001225992,3.215124953
si:ch211-202a12.4,-0.454086322,7.467261427,-8.482060138,2.54E-05,0.001240034,2.7733793
faimb,0.824313475,3.199546284,8.480888514,2.54E-05,0.001240034,3.195326901
and2,0.419647987,9.357070167,8.480467191,2.54E-05,0.001240034,2.645042222
cntn1b,0.564456839,4.861931075,8.480177997,2.55E-05,0.001240034,3.057385813
palld,-0.487705122,6.932270992,-8.471304072,2.57E-05,0.001246281,2.809412437
ckbb,0.323684109,9.804232696,8.46927297,2.57E-05,0.001246281,2.607996448
tinagl1,-1.689802894,4.260285571,-8.46365686,2.58E-05,0.001249609,3.153958392
LOC559131,0.715802829,3.545705474,8.460160773,2.59E-05,0.001250634,3.171986366
si:ch73-140j24.4,0.627713285,4.347188063,8.456735199,2.60E-05,0.001251589,3.100687854
ppp1r13l,-0.473289001,5.507489643,-8.450490648,2.61E-05,0.001255649,2.953840421
cpa5,-0.69624655,8.251188634,-8.445053422,2.62E-05,0.001256358,2.683586366
aqp3a,-0.575229976,7.503280083,-8.444773351,2.63E-05,0.001256358,2.736288572
tnfaip6,-0.996911175,2.805024743,-8.426160394,2.67E-05,0.001271875,3.114057802
rrbp1b,-0.675296117,6.096260263,-8.425718792,2.67E-05,0.001271875,2.859903263
myhz1.1,0.225095655,13.18612979,8.423224533,2.68E-05,0.001271875,2.376773219
micu3b,0.593034788,4.734553222,8.413643996,2.70E-05,0.001279808,3.013007889
grin1a,0.331449338,7.562931187,8.410022406,2.71E-05,0.001281074,2.694321966
hnrnpub,0.309234905,7.806079974,8.406637532,2.71E-05,0.001281209,2.673548867
ccn6,0.671293283,3.934702402,8.404926751,2.72E-05,0.001281209,3.096920439
si:ch211-166a6.5,0.58045575,7.093216448,8.402249433,2.73E-05,0.001281433,2.723436903
atg9a,-0.559463681,5.330608745,-8.391956083,2.75E-05,0.001290289,2.924984875
xirp2b,0.539567526,5.305506763,8.386416583,2.76E-05,0.001293789,2.911065848
nup98,-0.644627896,6.858638726,-8.379675493,2.78E-05,0.001298685,2.732024378
nppa,-1.324864147,3.078051389,-8.374520508,2.79E-05,0.00130101,3.08997031
herc4,-0.718812814,4.965407637,-8.372751123,2.80E-05,0.00130101,2.96089067
selenow2a,0.906185446,4.918613781,8.37014102,2.80E-05,0.001301207,2.950262266
ebp,0.766570665,3.108453452,8.358835725,2.83E-05,0.001311445,3.090031989
LOC100537554,0.680027196,4.862874404,8.339434053,2.88E-05,0.001331289,2.927536491
tuba2,0.33951703,7.787459736,8.332298699,2.90E-05,0.001336867,2.60360612
nlrp3l2,-0.826373886,3.980431642,-8.319571411,2.93E-05,0.001349154,3.028961619
rgs9a,0.682100595,5.151893592,8.311054286,2.95E-05,0.001356499,2.861634997
gnao1b,-2.481504943,2.604499208,-8.307806399,2.96E-05,0.001357529,2.9035921
zyx,-0.478887673,6.273993938,-8.299673702,2.98E-05,0.001361199,2.714879605
hmgb2b,0.428378453,8.372331358,8.297691399,2.99E-05,0.001361199,2.530511491
sik2b,0.429599231,5.718074681,8.297622345,2.99E-05,0.001361199,2.772316283
jac1,-1.393107551,2.192572761,-8.280977794,3.03E-05,0.001378599,2.864452639
col20a1,-0.448111024,5.711706253,-8.271404698,3.06E-05,0.001387486,2.757538359
atp6v0a1b,0.312332533,7.202394308,8.260199886,3.09E-05,0.001394573,2.578382102
capns1b,-0.42705561,6.353363375,-8.260175046,3.09E-05,0.001394573,2.666853322
f5,-1.204899296,5.132693422,-8.257620204,3.10E-05,0.001394573,2.845990078
egfl6,0.583268596,6.550408537,8.256311132,3.10E-05,0.001394573,2.634023981
cela1.6,-0.600938953,9.600978211,-8.251960166,3.11E-05,0.00139709,2.412140673
gria3a,0.320047274,7.502113562,8.249414705,3.12E-05,0.001397365,2.544558253
si:ch73-173p19.1,-0.574276785,5.191060683,-8.235644172,3.16E-05,0.001411742,2.797631486
ndrg1a,-0.467896865,7.394688928,-8.232543395,3.17E-05,0.001412738,2.540256871
crp4,0.884824915,4.377565457,8.223098156,3.20E-05,0.001421796,2.884330644
kpna2,0.434047142,6.642115115,8.217521278,3.21E-05,0.001424389,2.586988892
glsa,0.667194417,4.858793444,8.216469346,3.21E-05,0.001424389,2.812779103
cyp2aa3,1.248740125,2.146545655,8.212980969,3.22E-05,0.001424389,2.850328173
tnfrsf1a,-0.82884337,4.692479221,-8.211897675,3.23E-05,0.001424389,2.850672291
ank1a,0.334166045,6.993957637,8.20586144,3.25E-05,0.001428165,2.543059618
adam10a,-0.382165265,7.223005285,-8.200414999,3.26E-05,0.001428165,2.522493686
gad2,0.371262616,7.239024611,8.199628214,3.26E-05,0.001428165,2.516629483
robo4,0.590548512,4.866725808,8.1993377,3.26E-05,0.001428165,2.795203229
LOC108179107,-2.473062659,3.022997418,-8.197254767,3.27E-05,0.001428165,2.897196801
LOC110437834,-1.087614586,2.715126867,-8.193493578,3.28E-05,0.001428165,2.910627593
fosl2,-0.814714542,4.890221107,-8.193108322,3.28E-05,0.001428165,2.805883577
gmds,-0.50057527,5.327299597,-8.188499075,3.30E-05,0.001431205,2.732041134
septin8b,0.750752065,4.043055247,8.185606129,3.30E-05,0.00143205,2.887486887
hpxb,-1.578789158,4.67567156,-8.17944458,3.32E-05,0.001437119,2.848498138
rbbp4,0.384046057,6.405722159,8.174907809,3.34E-05,0.001440111,2.570951745
si:ch73-359m17.9,-0.875597724,2.858410519,-8.164051766,3.37E-05,0.00144776,2.905070009
ryr1b,0.382799139,7.417989691,8.163720177,3.37E-05,0.00144776,2.467569422
f13a1b,-0.621604774,4.900392896,-8.162379743,3.37E-05,0.00144776,2.769920683
ankrd9,0.848149366,4.927618957,8.137455194,3.45E-05,0.00147774,2.729532479
stxbp2,-0.50255352,5.379039067,-8.12186276,3.50E-05,0.001495745,2.660992849
fam49al,0.374246592,6.64749075,8.111501411,3.53E-05,0.001506852,2.483421086
LOC101883122,-0.944280619,3.369374266,-8.1074213,3.55E-05,0.001509447,2.871802339
gbp,0.58639766,4.388951425,8.102610182,3.56E-05,0.001513057,2.768287628
nptna,0.376535253,6.332917409,8.100102881,3.57E-05,0.001513227,2.506399695
mlip,-0.518762423,4.789108948,-8.098151281,3.58E-05,0.001513227,2.72175344
cacng1a,-0.468480064,4.754861127,-8.08550824,3.62E-05,0.001527688,2.713351032
plxnb2a.1,-0.360596353,6.604027293,-8.080665722,3.63E-05,0.001531423,2.464263754
LOC100330864,0.568628348,4.512807521,8.063040148,3.69E-05,0.001553124,2.714424626
h3f3a,0.410306307,8.107486982,8.060799753,3.70E-05,0.001553265,2.316444084
zgc:113054,0.557082899,4.763215715,8.054751798,3.72E-05,0.001558807,2.671922008
slc1a2b,0.604489584,9.260443239,8.048128981,3.74E-05,0.0015652,2.230316919
aqp8b,1.763461491,1.975131341,8.033443602,3.79E-05,0.001582269,2.648161976
tbc1d2,-1.17901198,3.12142622,-8.031992095,3.80E-05,0.001582269,2.802308226
atp1b3a,0.334905585,6.785947382,8.026793847,3.82E-05,0.001585698,2.386570206
tmc6b,-0.428599274,5.281764485,-8.025391404,3.82E-05,0.001585698,2.579933558
LOC563082,0.337082523,8.216731316,8.020621521,3.84E-05,0.001585698,2.269238512
calm1b,0.394157736,7.077679102,8.020514697,3.84E-05,0.001585698,2.354177511
arpp21,-0.881022105,4.700954255,-8.019102542,3.84E-05,0.001585698,2.668788803
oatx,0.834624732,3.315368307,8.01475106,3.86E-05,0.001588979,2.786342732
si:dkey-251i10.2,0.636715763,4.659002721,8.005729585,3.89E-05,0.001599092,2.639801645
tdg.1,0.408571475,5.525530085,8.002189038,3.90E-05,0.001601232,2.513529707
rps27l,-0.619953212,4.888510097,-7.999275578,3.91E-05,0.001602462,2.615709729
zgc:158423,0.885181831,3.416516427,7.995969557,3.93E-05,0.001604276,2.765152598
lifrb,-1.455912713,2.669188859,-7.988661357,3.95E-05,0.001612002,2.722057269
parp3,-0.602551106,4.441311732,-7.971991497,4.01E-05,0.001633753,2.65076396
ppp1r14c,0.41917118,5.733886931,7.96250626,4.05E-05,0.001644742,2.44606838
csrp1a,-0.512829739,4.931592887,-7.958471122,4.06E-05,0.001644742,2.567271292
si:ch1073-159d7.6,-2.545813705,0.472674116,-7.957072842,4.07E-05,0.001644742,1.780151097
matn3a,0.423794416,6.649011636,7.956511868,4.07E-05,0.001644742,2.330433823
pcxb,0.312216714,7.100825506,7.940741475,4.13E-05,0.0016628,2.273089239
LOC569982,-2.147527195,0.891666276,-7.940583805,4.13E-05,0.0016628,2.04676141
si:ch211-66e2.5,0.706224006,3.634629561,7.933878768,4.16E-05,0.001669988,2.692794211
cybrd1,-0.882093358,3.603160913,-7.927404234,4.18E-05,0.001674125,2.7002135
irg1l,-2.708118946,4.118031666,-7.927162663,4.18E-05,0.001674125,2.704363283
col2a1a,0.585325816,10.59438464,7.924748819,4.19E-05,0.001674749,2.027646841
aox5,1.100407513,4.219832622,7.907805539,4.26E-05,0.001698008,2.609591993
gatm,0.555302008,9.357169097,7.899228662,4.29E-05,0.001708367,2.075291579
cnppd1,-0.386870299,6.160654261,-7.896498931,4.30E-05,0.001709531,2.333602463
mybpc3,0.321342001,7.053377546,7.892842531,4.32E-05,0.001710078,2.229238709
phactr4a,-0.412961964,5.421928181,-7.891897491,4.32E-05,0.001710078,2.428866961
ms4a17a.4,-2.815683895,1.118627154,-7.890199412,4.33E-05,0.001710078,2.031817116
ezh2,0.519118137,4.552052375,7.884918555,4.35E-05,0.001715318,2.537904424
dpysl4,0.69029857,5.480863012,7.867904329,4.42E-05,0.001739405,2.388099013
scarb2a,0.436944447,6.333986031,7.865804189,4.43E-05,0.001739623,2.274610466
cspg5b,0.455827825,5.452132555,7.856744926,4.46E-05,0.001749147,2.380544606
hsf2,0.535082188,4.531066736,7.856006543,4.47E-05,0.001749147,2.512807332
chmp5b,-0.530886018,5.731133392,-7.843508284,4.52E-05,0.001766378,2.340273952
magi3a,-0.403635278,5.970743958,-7.829845362,4.58E-05,0.001785746,2.291778726
camk2d2,0.344653398,6.730001306,7.824220354,4.60E-05,0.001791888,2.189994737
leap2,1.03426105,2.355391542,7.819376846,4.62E-05,0.001794956,2.570850143
slc27a1b,-0.771846852,4.619414703,-7.81851885,4.62E-05,0.001794956,2.483090502
rims2b,0.352137169,6.026674645,7.815228155,4.64E-05,0.001796448,2.261377738
mmgt1,0.600140335,4.057679959,7.813777434,4.64E-05,0.001796448,2.535046718
st14,-0.603401562,5.533227422,-7.810169692,4.66E-05,0.001798422,2.336466628
serinc2,-0.51593427,5.502556498,-7.808765741,4.67E-05,0.001798422,2.337385625
znf395a,-0.556269208,5.816450313,-7.801066175,4.70E-05,0.00180385,2.286706832
adamtsl7,-0.833766135,3.708552384,-7.800376652,4.70E-05,0.00180385,2.573767987
lpcat3,0.787095982,4.147495796,7.799815802,4.71E-05,0.00180385,2.511270279
casp9,-0.715304324,3.461744782,-7.791300488,4.74E-05,0.001815038,2.580013709
ubap1la,-1.19494821,1.830692622,-7.78620011,4.77E-05,0.001816311,2.396032957
vcanb,0.678516,6.954503596,7.785728508,4.77E-05,0.001816311,2.130127767
ndst1a,0.580195961,4.467258735,7.784878508,4.77E-05,0.001816311,2.452490918
klf9,1.192671014,4.703980615,7.780010548,4.79E-05,0.001821391,2.420219522
nfkbiaa,-1.055735502,4.480894746,-7.777115686,4.81E-05,0.001821835,2.470590009
si:cabz01068815.1,-0.706152928,3.416924275,-7.775995709,4.81E-05,0.001821835,2.567945944
tpp1,-0.556419356,5.037764221,-7.771214499,4.83E-05,0.001826807,2.36933734
fthl30,-1.02294563,2.836901181,-7.763551306,4.87E-05,0.001836757,2.555149921
cpt1a2b,-0.647928881,4.07193524,-7.758855042,4.89E-05,0.0018375,2.493481001
ulk2,0.446741566,6.118777241,7.758589851,4.89E-05,0.0018375,2.192626946
tax1bp1b,-0.325267118,7.487408153,-7.757542173,4.90E-05,0.0018375,2.059813124
ncapd2,0.487637409,5.798592225,7.745806617,4.95E-05,0.001854629,2.221448817
tacc3,0.56376136,5.189641858,7.738696248,4.98E-05,0.001863825,2.300896383
si:dkey-11n14.1,-0.907189655,2.77543691,-7.730927353,5.02E-05,0.001874242,2.524041578
nucks1a,0.382168823,7.691970196,7.725990263,5.04E-05,0.001879716,2.009339824
